Gene ID,Res_ss_1,Res_ss_2,Res_ss_3,ift_pH_1,ift_pH_2,ift_pH_3,ift_ss_1,ift_ss_2,ift_ss_3
Cre01.g015400_4532,4.35,3.8,8.79,7.06,3.7,5.75,8.2,8.95,7.19
Cre01.g015451_4532,0.21,0.25,0.3,1.48,2.51,1.33,0.67,0.52,0.67
Cre01.g015500_4532,5.95,4.91,8.24,143.91,216.85,147.31,12.1,5.61,14.44
Cre01.g015550_4532,1.13,1.05,1.13,4.14,2.56,3.13,3.57,2.79,4.32
Cre01.g015600_4532,3.88,2.45,2.34,2.31,11.07,11.51,20.86,3.92,5.45
Cre01.g015650_4532,0.25,0.1,0.08,0.82,3.23,2.76,0.54,0.98,0.84
Cre01.g015700_4532,3.6,3.12,2.92,3.57,0.83,1.48,9.34,5.41,6.88
Cre01.g015750_4532,4.5,5.36,4.84,9.44,8.3,7.83,7.64,12,11.42
Cre01.g015850_4532,2.73,2.7,4.62,8.43,14.31,12.4,17.87,8.47,13.87
Cre01.g015950_4532,6.55,7.07,10.08,7.85,3.17,5.96,7.81,8.17,9.62
Cre01.g016001_4532,0.43,0.55,0.38,0.25,0.23,0.34,0.9,0.81,0.92
Cre01.g016050_4532,4.34,4.09,15.28,5.78,14.28,12.13,9.6,13.61,9.41
Cre01.g016100_4532,0,0,0,0,0,0.03,0,0,0
Cre01.g016150_4532,1.06,1.09,5.6,3.67,2.84,2.87,4.22,4.86,3.84
Cre01.g016200_4532,0.51,1.68,1.08,15.94,7.92,8.6,3.76,2.22,4.06
Cre01.g016250_4532,0,0,0.15,0,0.16,0.31,0.15,0.44,0.15
Cre01.g016300_4532,23.54,23.14,13.39,57.75,27.94,32.94,15.44,19.31,28.83
Cre01.g016350_4532,0.47,1.21,0.13,10.75,12.34,8.44,2.46,1.61,2.85
Cre01.g016400_4532,3.15,3.47,1.38,24.52,27.45,24.62,21.04,8.53,18.18
Cre01.g016450_4532,0.27,0.28,0.46,0.25,0.16,0.16,0.38,0.93,0.85
Cre01.g016500_4532,44.32,41.03,23.31,91.06,90.89,82.39,88.65,39.62,71.45
Cre01.g016514_4532,4.99,3.2,14.22,3.13,1.02,2.97,9.02,19.85,6.23
Cre01.g016528_4532,4.21,4.31,4.12,6.73,5.98,5.95,18.94,3.47,5.45
Cre01.g016542_4532,0,0,0,0,0,0,0,0,0
Cre01.g016556_4532,3.01,3.23,6.9,7.18,6.33,7.19,3.7,11.05,8.44
Cre01.g016570_4532,0.17,0.12,0.61,0.68,0.25,0.57,0.36,0.98,0.68
Cre01.g016600_4532,0.07,0.04,0.03,0.37,1.27,0.42,0,0,0
Cre01.g016700_4532,3.78,4.36,2.82,5.58,2.47,3.09,4.93,3.38,4.74
Cre01.g016750_4532,0,0.22,0,0.39,1.57,0.48,0.07,0,0.1
Cre01.g016800_4532,2.43,2.44,1.4,11.51,14.06,12.21,11.33,2.52,3.75
Cre01.g016850_4532,9,9.64,18.46,19.99,18.49,21.23,33.89,20.55,17.8
Cre01.g016900_4532,38.19,22.35,260.29,39.63,5.1,13.31,19.51,127.23,90.73
Cre01.g016950_4532,3.7,5.49,3.97,9.6,11.62,10.45,4.81,9.78,11.3
Cre01.g017050_4532,0.7,0.86,1.41,2.62,3.53,3.22,2.03,3.49,3.52
Cre01.g017100_4532,0.11,0.17,0.12,0.77,0.92,0.69,1.11,0.53,0.73
Cre01.g017150_4532,0.01,0.03,0.02,0.15,0.03,0.08,0.14,0.32,0.19
Cre01.g017200_4532,2.07,1.38,1.78,2.34,3.07,4.59,2.24,2.1,4.09
Cre01.g017250_4532,0.41,0.53,0.24,1.57,0.84,1.12,2.15,0.49,0.85
Cre01.g017300_4532,292.62,228.57,256.37,500.36,149.46,180.55,557.82,79.02,184.18
Cre01.g017350_4532,5.21,4.69,5.13,6.78,1.41,2.27,4.86,3.02,4.13
Cre01.g017400_4532,0.55,0.77,0.59,2.6,2.35,2.56,1.06,1.77,2
Cre01.g017450_4532,0,0,0.02,0.83,1.57,1.48,0.92,2.55,2.1
Cre01.g017500_4532,1.44,1.15,0.94,8.28,9.99,8.8,4.5,1.48,2.06
Cre01.g017550_4532,0.61,0.62,0.15,0.47,0.44,0.41,1.92,0.03,0.37
Cre01.g017600_4532,2.91,5.83,3.03,3.23,3.66,3.47,3.14,2.9,5.84
Cre01.g017650_4532,5.71,5.8,4.92,12.46,20.12,15.98,17,8.58,12.43
Cre01.g017850_4532,2.75,3.5,1.89,12.34,7.12,6.54,10.44,3.31,6.29
Cre01.g017900_4532,8.15,10.09,9.28,2.33,2.72,2.49,4.36,2.25,4.27
Cre01.g017951_4532,0.19,0.18,0.1,1.03,0.38,0.43,2.01,0.13,0.38
Cre01.g018000_4532,1.55,1.26,1.78,1.32,1.83,2.46,10.49,0.62,1.6
Cre01.g018050_4532,2.12,2.39,1.52,2.97,15.96,11.41,5.91,3.38,5.98
Cre01.g018075_4532,0.64,0.75,0.34,2.35,1.23,1.33,2.89,1.23,1.56
Cre01.g018100_4532,2.8,2.93,1.35,3.35,2.01,2.45,7.23,2.62,3.78
Cre01.g018150_4532,1.81,2.23,1.58,0.6,0.61,1.31,3.09,1.9,1.9
Cre01.g018200_4532,10.03,11.18,5.48,28.3,30.87,24.69,30.09,14.2,28.74
Cre01.g018350_4532,0.64,0.56,0.55,4.86,2.88,3.04,3.32,2.02,1.48
Cre01.g018400_4532,5.1,6.2,2.67,22.27,28.22,19.04,9.34,2.47,5.75
Cre01.g018450_4532,2.52,3.2,1.5,3.52,4.76,4.3,3.69,4.68,5.87
Cre01.g018500_4532,1.32,1.47,1.71,0.84,0.8,0.86,3.6,2.53,3.69
Cre01.g018550_4532,2.49,3.37,0.96,7.2,5.72,4.91,1.69,0.44,0.84
Cre01.g018600_4532,5.44,6.36,4.88,21.85,18.7,19.16,10.48,5.56,8
Cre01.g018650_4532,1.58,1.19,5.89,1.97,0.66,2.6,1.53,9.09,3.4
Cre01.g018700_4532,2.1,2.63,0.7,4.71,5.6,4.93,6.32,2.4,5.11
Cre01.g018750_4532,1.44,2.07,0.96,3.33,5.03,3.66,5.2,2.13,2.97
Cre01.g018800_4532,117.42,103.56,110.74,52.7,156.32,130.51,52.3,122.33,86.44
Cre01.g018850_4532,0.57,0.83,0.5,2.48,2.89,2.39,0.75,0.39,0.91
Cre01.g018900_4532,1.98,1.97,1.08,15.56,19.87,13.26,3.59,2.86,4.24
Cre01.g018950_4532,2.86,3.31,1.41,5.76,13.12,13.48,13.33,1.06,4.36
Cre01.g019000_4532,1.85,2.51,3.28,3.31,1.08,1.59,2.39,3.12,3.09
Cre01.g019051_4532,0,0,0.02,0.04,0.04,0,0.02,0,0.03
Cre01.g019100_4532,0.06,0.2,0.06,0,0.41,0.09,0.46,0.23,0.33
Cre01.g019150_4532,0.03,0.07,0.05,0.37,0.98,0.69,0.5,1.44,1.45
Cre01.g019200_4532,0.66,0.57,0.12,2.32,5.66,6.11,7.93,0.74,1.8
Cre01.g019250_4532,3.72,4.56,5.31,10.46,63.33,64.04,12.93,42.32,34.57
Cre01.g019300_4532,1.14,1.18,0.79,1.57,0.57,0.88,1.57,1.16,0.86
Cre01.g019400_4532,0.88,1.4,0.26,3.02,4.62,3.46,1.84,0.75,1.43
Cre01.g019450_4532,0.78,0.63,0.49,2.78,4.54,2.48,0.49,2.44,2.7
Cre01.g019500_4532,1.19,1.54,0.53,6.13,5.73,4.38,3.97,1.83,2.65
Cre01.g019550_4532,0.1,0.15,0.05,0.83,0.57,0.49,0.43,0.09,0.26
Cre01.g019600_4532,4.22,3.37,13.24,8.31,8.84,10.7,5.95,17.08,20.61
Cre01.g019650_4532,4.72,4.76,3.77,3.01,5.76,6.37,3.82,5.49,6.83
Cre01.g019700_4532,0.03,0.1,0.09,0.44,0.24,0.35,0.68,1.03,0.79
Cre01.g019750_4532,0.95,1.44,1.07,3.42,3.9,3.76,1.65,5.02,5.14
Cre01.g019850_4532,3.94,4.75,4.31,7.61,13.97,8.19,4.47,5.16,6.75
Cre01.g019900_4532,0.68,0.93,0.61,1.74,2.84,2.43,5.02,1.93,2.68
Cre01.g019950_4532,0.03,0.03,0.03,0.67,1.18,0.38,0.06,0.27,0.37
Cre01.g020000_4532,0.03,0.04,0,0.16,0.35,0.3,0.51,0.56,0.68
Cre01.g020050_4532,0.02,0.02,0.01,0.08,0.08,0.05,0.27,0.09,0.13
Cre01.g020100_4532,0.01,0.01,0.02,0.02,0,0.01,0.11,0.02,0.03
Cre01.g020182_4532,0.06,0.07,0.08,0.22,0.1,0.15,0.69,1.37,0.2
Cre01.g020223_4532,0.81,0.59,0.34,2.6,2.87,2.11,1.01,0.74,1.25
Cre01.g020264_4532,1.18,0.88,0.93,3.6,2.24,1.75,1.6,2.05,1.95
Cre01.g020305_4532,55.96,52.36,55.92,12.9,41.81,31.38,12.5,26.97,26.07
Cre01.g020350_4532,91.24,81.19,69.67,28.88,72.15,59.67,21.8,34.34,46.2
Cre01.g020400_4532,2.12,1.52,2.36,2.26,3,2.64,3.74,2.8,3.86
Cre01.g020450_4532,0,0,0,0,0,0,0,0,0
Cre01.g020500_4532,0,0,0,0,0,0,0,0,0
Cre01.g020575_4532,0.03,0,0,0.23,0.12,0.17,0.06,0.05,0.11
Cre01.g020650_4532,1.67,2.12,1.42,3.79,4.54,4.69,4.68,2.51,3.98
Cre01.g020701_4532,1.44,2.41,1.47,1.27,1.54,1.12,0.86,0.59,1.4
Cre01.g020750_4532,1.94,3.71,4.25,1.99,1.26,3.5,3.6,2.89,2.29
Cre01.g020800_4532,8.01,6.66,7.03,28.7,41.82,32.26,19.31,18.58,31.9
Cre01.g020850_4532,0.3,0.52,0.24,0.58,0.89,0.53,0.73,0.39,0.51
Cre01.g020887_4532,0.23,0.4,0.25,0.58,0.49,0.44,0.5,0.55,0.47
Cre01.g020918_4532,16.03,19.33,28.59,29.38,37.61,31.96,8.06,21.15,29.62
Cre01.g020950_4532,0.37,0.2,0.53,0.65,2.1,2.44,9.52,0.08,0.26
Cre01.g021000_4532,1.23,1.12,0.38,1.18,0.83,0.83,2.52,0.92,1.65
Cre01.g021050_4532,6.94,5.08,5.01,4.25,2.34,3.13,3.98,4.56,5.2
Cre01.g021100_4532,0.49,0.63,0.35,0.57,0.6,0.6,0.72,0.86,1.11
Cre01.g021150_4532,2.6,4.6,0.86,2.38,4.85,5.37,9.13,2.73,4.18
Cre01.g021200_4532,0.74,1.15,0.9,1.58,1.51,2.27,2.08,1.52,2.59
Cre01.g021251_4532,1.38,1.91,1.78,2.78,3.32,3.3,3.25,4.41,5
Cre01.g021350_4532,5.1,3.98,16.98,3.88,3.76,3.84,3.94,16.97,15.37
Cre01.g021400_4532,2.1,2.36,2.11,5.82,7.04,6.96,4.37,2.94,5.63
Cre01.g021450_4532,3.98,3.18,3.21,6.56,15.7,12.12,6.21,6.54,7.78
Cre01.g021500_4532,3.61,3.92,2.82,20.56,21.15,20.78,18.81,8.17,13.12
Cre01.g021550_4532,2.41,3.65,0.98,2.26,1.19,2.17,3.13,3.27,5.91
Cre01.g021600_4532,20.9,15.67,25.8,38.36,48.96,50.75,62.28,12.81,21.7
Cre01.g021650_4532,9.18,7.22,7.75,18.93,12.3,19.35,24.39,8.47,14.45
Cre01.g021700_4532,6.17,7.9,5.99,24.03,29.38,22.48,17.91,7.41,10.25
Cre01.g021750_4532,0.69,0.57,0.97,2.83,3.64,3.26,1.73,1.62,1.79
Cre01.g021800_4532,0.18,0,0.19,0,0.02,0,0.02,0,0
Cre01.g021850_4532,0.15,0.2,0.23,0.34,0.42,0.34,0.72,1.09,0.89
Cre01.g021900_4532,0.16,0.14,0.03,0.06,0.38,0.19,0.14,0.29,0.57
Cre01.g021950_4532,0.37,0.5,0.55,0.64,0.28,0.55,0.83,0.82,0.52
Cre01.g022000_4532,0,0,0.03,0.12,0.04,0.09,0.04,0.13,0.06
Cre01.g022050_4532,0,0,0,0,0,0,0,0,0
Cre01.g022100_4532,0.58,1.15,1.35,2.61,2.8,2.73,1.62,2.76,2.81
Cre01.g022150_4532,0.38,0.92,0.43,3.62,3.95,3,5.34,2.04,3.52
Cre01.g022200_4532,0.13,0,0.62,2.12,1.64,1.19,0.48,1.32,0.34
Cre01.g022250_4532,3.75,2.9,5.7,7.27,7.91,7.32,3.69,4.35,5.51
Cre01.g022283_4532,0.61,0.43,0.39,1,0.25,0.89,0.98,0.37,0.63
Cre01.g022350_4532,0.38,0.28,0.33,0.15,0.65,0.56,2.68,0.14,0.38
Cre01.g022400_4532,0.72,1.16,0.87,1.92,3.09,2.07,1.3,0.88,1.33
Cre01.g022450_4532,0.24,0.12,0.37,0.13,0,0.06,0.8,0.59,0.18
Cre01.g022462_4532,0.82,1.65,0.76,2.25,1.01,1.12,1.38,1.17,1.47
Cre01.g022500_4532,6.94,7.01,5.75,10.73,4.66,2.86,7.27,6.56,6.94
Cre01.g022550_4532,0,0.06,0.06,1.78,1.66,1.69,0.44,0.53,0.53
Cre01.g022600_4532,5.58,5.19,2.41,12.48,19.51,16.66,12.43,5.63,10
Cre01.g022650_4532,10.59,14.38,9.94,18.46,12.94,11.06,1.44,14.94,15.04
Cre01.g022666_4532,0.06,0.18,0.06,0.25,0,0.06,0.49,0.7,1.4
Cre01.g022681_4532,0.1,0.72,0.2,0.52,0.6,0.17,0.34,0.58,1.72
Cre01.g022700_4532,4.94,5.46,2.08,6.64,8.03,5.03,7.69,3.92,6.79
Cre01.g022750_4532,0.44,0.43,0.97,2.18,1.89,2.42,2.94,1.66,1.5
Cre01.g022800_4532,0.81,0.59,0.17,2.48,1.49,2.79,2.78,0.86,2.04
Cre01.g022850_4532,0.01,0.01,0,0.57,0.33,0.19,0.46,0.36,0.18
Cre01.g022900_4532,0.71,0.99,0.63,2.06,1.84,2.19,1.4,1.79,3.09
Cre01.g022950_4532,1.04,1.58,1.9,0.55,0.79,1.01,0.18,2.47,2.11
Cre01.g023000_4532,0.5,0.66,0.28,0.08,0.15,0.18,0.49,0.48,0.42
Cre01.g023050_4532,2.03,2.79,1.9,4.01,9.19,6.73,3.95,4.03,4.58
Cre01.g023100_4532,1.71,0.86,2.02,3.32,3.63,3.55,3.97,4.32,2.76
Cre01.g023150_4532,0.04,0.02,0.06,1.38,1.46,1.75,1.64,4.25,2.19
Cre01.g023200_4532,4.53,4.55,3.41,18.11,15.15,12.88,12,5.4,6.4
Cre01.g023250_4532,0.79,0.83,0.57,0.77,1.18,1.74,3.55,2.41,3.15
Cre01.g023300_4532,0.5,1.05,0.11,4.56,12.46,11.22,1.15,7.08,9.39
Cre01.g023350_4532,2.95,3.69,13.05,7.11,16.04,10.38,4.69,12.36,8.65
Cre01.g023400_4532,3.82,4.59,3.66,56.57,64.97,49.22,12.2,7.81,11.23
Cre01.g023450_4532,0.18,0.19,0.1,0.55,1.24,1.32,0.71,1.94,1.27
Cre01.g023500_4532,0.41,0.49,0.5,0.68,0.28,0.39,0.89,0.73,0.68
Cre01.g023550_4532,0.23,0.26,0.37,0.79,0.67,0.62,1.39,1.37,1.24
Cre01.g023600_4532,0,0,0,0,0,0,0,0,0
Cre01.g023650_4532,0.04,0.03,0.05,0.01,0,0.08,0.07,0.18,0.12
Cre01.g023750_4532,0.22,0.26,0.67,0.6,0.18,0.5,0.32,1.1,0.69
Cre01.g023773_4532,2.2,1.95,2.18,3.47,3.41,3.41,3.89,3.63,5
Cre01.g023787_4532,1.75,1.92,1.46,3.3,7.2,7.18,9.86,4.3,3.59
Cre01.g023800_4532,1.22,1.37,1.12,1.55,0.91,1.3,2.29,2.29,2.36
Cre01.g023850_4532,1.7,1.91,1.12,4.2,3.32,3.47,2.35,1.49,2.51
Cre01.g023913_4532,1.96,2.59,2,7.07,5.49,5.82,5,3.37,4.65
Cre01.g023950_4532,0.86,0.7,0.8,3.05,1.97,2.48,1.91,2.28,2.72
Cre01.g024050_4532,0.81,0.42,1.69,2.81,6.41,3.91,1.09,1.46,4.12
Cre01.g024100_4532,1.58,1.73,1.07,2.02,1.16,2.03,5.83,1.01,1.25
Cre01.g024150_4532,9.1,9.97,3.93,15.77,19.77,17.22,34.32,6.64,13.01
Cre01.g024200_4532,3.46,1.93,1.76,7.2,14.28,11.77,5.66,4.07,6.69
Cre01.g024250_4532,2,2.06,1.3,0.81,0.37,0.54,2.45,1.75,2.61
Cre01.g024251_4532,0.59,0.61,0.74,0.83,0.19,0.78,2.14,1.44,1.3
Cre01.g024300_4532,3.48,3.65,2.56,36.82,39.97,34.99,4.95,5.1,6.9
Cre01.g024350_4532,10.77,11.1,8.37,50.7,112.03,89.4,51.47,24.71,42.18
Cre01.g024400_4532,1.67,1.98,0.98,5.32,7.38,6.74,5.42,3.07,4.78
Cre01.g024500_4532,0.02,0.01,0,0.07,0.06,0.02,0.15,0.05,0.05
Cre01.g024550_4532,2.09,3.5,1.59,4.78,4.88,4.67,2.3,2.51,4.73
Cre01.g024650_4532,9.32,11.2,5.11,24.78,30.74,23.94,15.33,7.67,15.82
Cre01.g024750_4532,1.58,2.16,0.92,3.03,2.17,1.59,1.17,1.47,2.31
Cre01.g024800_4532,0.09,0.16,0.09,0.19,0.12,0.13,0.15,0.29,0.22
Cre01.g024850_4532,0.28,0.43,0.73,5.69,2.72,4.01,2.79,2.52,2.62
Cre01.g024900_4532,1.15,1.73,1.05,1.73,1.91,1.85,0.32,2.77,3.02
Cre01.g024950_4532,1.88,2.33,2.17,15.27,14.99,16.56,4.3,5.89,7.3
Cre01.g025000_4532,1.25,1.84,0.91,17.01,15.15,13.3,10.39,4.42,9.67
Cre01.g025025_4532,0.55,1.32,0.11,11.33,9.37,13.5,5.8,0.86,9.1
Cre01.g025050_4532,13.06,14.88,8.96,11.56,14.09,11.25,11.23,8.4,10.61
Cre01.g025100_4532,6.56,6.63,5.21,9.72,3.38,4.92,14.41,5.45,8.17
Cre01.g025150_4532,0.48,0.59,1.13,2.96,5.24,3.51,5.46,1.5,1.73
Cre01.g025200_4532,0,0,0.19,2.56,2.97,2.29,6.21,0.31,1.31
Cre01.g025250_4532,5.59,6.06,5.05,12.44,9.23,8.7,15.02,11.31,14.99
Cre01.g025300_4532,0.42,0.88,0.15,4.13,4.78,3.65,2.21,2.94,3.89
Cre01.g025350_4532,23.79,22.45,11.82,31.05,44.18,37.02,44.58,18.3,35.07
Cre01.g025400_4532,1.76,1.98,3.15,6.21,8.22,7.53,7.94,5.6,4.37
Cre01.g025450_4532,6.37,6.84,9.72,11.79,14.62,16.14,28.48,13.33,19.55
Cre01.g025500_4532,3.72,3.59,6.12,3.58,4.36,4.87,1.34,3.66,6.27
Cre01.g025551_4532,1.89,1.58,0.97,1.84,0.67,0.95,6.68,1.57,2.77
Cre01.g025600_4532,1.83,1.49,3.82,6.78,8.87,8.69,9.46,6.96,8.6
Cre01.g025650_4532,0,0,0,0.18,0,0,0.26,0,0
Cre01.g025700_4532,1.99,3,0.58,6.4,7.72,4.75,5.87,2.16,3.87
Cre01.g025750_4532,0.08,0.02,0.04,1.93,4.58,6.07,1.91,7.37,8.81
Cre01.g025767_4532,0.01,0,0.01,0.65,0.4,0.54,0.21,1.11,0.6
Cre01.g025808_4532,0.29,0.43,0.23,0.54,0.5,0.37,0.59,0.61,0.85
Cre01.g025850_4532,5.52,6.43,3.87,14.72,16.57,13.34,18.51,7.96,12.52
Cre01.g025900_4532,0.29,0.42,0.66,0.41,0.65,0.64,0.48,0.63,0.7
Cre01.g025950_4532,0,0.02,0,0.28,0.07,0.26,1.66,0.08,0.22
Cre01.g025983_4532,0,0.05,0.05,0.07,0.07,0.13,0.88,0.88,0.45
Cre01.g026050_4532,1.59,1.9,2.81,4.08,2.16,2.68,4.87,5.11,4.51
Cre01.g026100_4532,4.35,4.24,4.15,8.65,10.23,8.47,7.73,5.94,11
Cre01.g026150_4532,0.2,0.21,0.38,0.27,0.19,0.3,0.78,0.31,0.4
Cre01.g026200_4532,0.91,0.61,0.08,2.39,0.92,0.4,6.75,0.74,1.6
Cre01.g026250_4532,1.35,1,1.08,2.21,9.07,7.08,2.2,3.99,4.34
Cre01.g026300_4532,1.01,1.35,1.55,2.3,2.11,2.37,3.49,2.48,2.56
Cre01.g026350_4532,0.21,0.19,0.05,0.2,0.24,0.24,1.11,0.09,0.27
Cre01.g026400_4532,0.94,0.56,0.49,5.05,3.88,3.46,2.34,1.64,1.68
Cre01.g026450_4532,25.34,22.15,19.71,47.96,147.54,124.66,87.74,64.43,84.99
Cre01.g026500_4532,0.06,0.37,0.02,5.49,3.95,3.15,2.39,0.36,0.92
Cre01.g026550_4532,7.92,5.91,11.78,31.17,79.22,62.25,27.83,22.95,27.35
Cre01.g026600_4532,54.21,53.15,58.06,109.42,157.79,156.58,123.31,81.26,112.02
Cre01.g026650_4532,1.23,1.97,0.86,1.26,1.32,1.48,1.65,1.79,2.29
Cre01.g026700_4532,0.06,0.06,0.04,0.06,0.06,0.07,0.19,0.08,0.15
Cre01.g026750_4532,0.1,0.16,0.04,0.09,0.02,0.04,0.13,0,0.11
Cre01.g026900_4532,12.06,11.76,7.55,18.44,31.12,34.74,24.3,50.82,47.87
Cre01.g027000_4532,8973.66,9401.66,6887.47,5989.36,6632.8,5614.45,6990.36,6220.74,6871.43
Cre01.g027050_4532,23.9,23.33,14.77,68.89,67.32,57.56,40.9,34.76,55.72
Cre01.g027100_4532,13.91,14.92,10.33,14.47,21.11,17.02,5.96,12.37,14.46
Cre01.g027150_4532,3.38,4.25,1.76,17.37,17.58,10.79,4.43,3.84,6.5
Cre01.g027200_4532,1.49,0.85,7.28,5.46,3.21,4.53,2.43,13.28,4.15
Cre01.g027250_4532,2.28,2.99,1.47,4.43,2.96,2.64,1.89,2.43,4.57
Cre01.g027300_4532,0.16,0.13,0.08,0.59,0.71,0.56,0.36,0.47,0.57
Cre01.g027350_4532,0.13,0.08,0.08,0.16,0.06,0.08,2.01,0.05,0.13
Cre01.g027400_4532,0.33,0.51,0.16,1.07,1.13,1.01,1.61,0.57,1.01
Cre01.g027450_4532,3.51,1.31,3.11,1.94,2.09,1.51,4.6,4.27,4.57
Cre01.g027500_4532,0.68,1.08,1.61,4.63,3.7,2.02,2.9,1.54,1.3
Cre01.g027550_4532,12.79,11.66,7.92,16.52,6.62,9.92,26.23,12.57,18.77
Cre01.g027600_4532,0.32,0.28,0.39,0.29,0.04,0.14,1.49,0.85,0.83
Cre01.g027650_4532,0.03,0.07,0.06,0.31,0.03,0.06,0.43,0.43,0.27
Cre01.g027700_4532,5.07,5.09,5.94,5.64,2.27,4.7,14.59,4.19,6.66
Cre01.g027750_4532,0,0.26,0,1.72,1.77,0,0,0,0
Cre01.g027764_4532,0.65,0.58,0.35,4.45,3.08,3.99,4.42,0.77,1.3
Cre01.g027800_4532,27.45,20.52,34.46,45.93,64.68,54.82,41.17,25.55,36.76
Cre01.g027850_4532,6.6,5.89,6.23,12.39,13.05,13.28,17.85,7.83,13.24
Cre01.g027900_4532,10.12,9.05,14.98,17.36,18.57,20.18,28.32,26.51,31.99
Cre01.g027950_4532,5.4,5.96,3.96,21.3,25.73,26.33,35.59,13.25,19.13
Cre01.g028000_4532,0.3,0.32,0.21,0.41,0.11,0.2,0.51,0.18,0.31
Cre01.g028050_4532,0,0,0,0,0,0,0,0,0
Cre01.g028101_4532,1.35,2.68,0.9,2.99,3.78,3.25,1.15,3.15,3.58
Cre01.g028150_4532,1.35,1.73,5.61,3.13,3.55,4.39,1.78,9.26,5.7
Cre01.g028200_4532,7.84,10.81,7.42,20.25,25.69,24.49,11.3,10.16,16.88
Cre01.g028250_4532,3.97,6.73,3.08,22.64,34.16,30.26,3.07,23.5,30.68
Cre01.g028300_4532,7.19,7.09,8.48,75.4,75.77,61.07,19.19,17.51,25.15
Cre01.g028350_4532,4.61,3.93,3.88,13.34,6.49,8.01,15.32,6.55,10.63
Cre01.g028400_4532,0.51,1.25,0.25,8.07,23.7,14.3,3.64,2.71,5.42
Cre01.g028423_4532,1.78,1.81,2.22,0.82,0.43,1.26,0.21,1.66,2.21
Cre01.g028450_4532,2.88,1.8,1.64,3.64,5.47,5.13,8.34,0.67,2.67
Cre01.g028500_4532,1.87,1.53,4.28,15.02,14.7,15.25,3.47,7.35,7.34
Cre01.g028550_4532,1.49,1.63,2,4.04,4.72,5.89,3.95,4.33,4.34
Cre01.g028600_4532,2.29,2.72,5.38,4.2,1.18,2.53,6.33,2.29,3.24
Cre01.g028650_4532,3.35,5.06,2.23,15.41,21.12,20.13,12.98,6.25,14.71
Cre01.g028850_4532,16.06,17.1,7.36,176.77,150.58,143.94,143.36,36.92,57.84
Cre01.g028900_4532,3.77,3.58,1.86,11.67,5.17,6.15,5.55,2.73,5.06
Cre01.g028950_4532,4.98,4.18,13.15,6.59,3,6.41,6.2,12.46,14.33
Cre01.g029000_4532,1.01,1.88,0.92,4.92,5.89,5.69,4.2,3.16,4.11
Cre01.g029050_4532,5.38,6.01,4.47,20.46,23.67,18.8,5.67,12.89,19.16
Cre01.g029100_4532,0.16,0.13,0,1.92,5.53,3.49,1.25,2.88,2.07
Cre01.g029150_4532,2.47,2.44,5.1,47.07,63.47,54.27,16.29,6.59,11.64
Cre01.g029200_4532,0,0,0.03,1.77,1.57,1.77,0.47,0.46,0.59
Cre01.g029250_4532,0.55,1.24,1.23,1.61,3.14,1.78,0.18,1.83,1.94
Cre01.g029300_4532,72.06,57.89,33.16,133.57,172.12,157.5,97.89,36.82,79.8
Cre01.g029350_4532,2.2,1.98,1.48,5.1,5.27,5.1,6.74,2.92,3.91
Cre01.g029400_4532,0.35,0.51,0.36,0.55,0.44,0.39,1.38,0.34,0.5
Cre01.g029450_4532,2.62,2.31,3.55,5.97,13.97,12.73,7.64,8.33,9.3
Cre01.g029500_4532,5.3,5.88,3.78,14.85,9.99,10.51,14.21,5.9,11.64
Cre01.g029550_4532,1.6,1.65,0.8,6.2,7.04,5.77,6.01,5.18,5.33
Cre01.g029600_4532,1.97,3.39,0.64,10.57,13.72,10.29,7.31,4.01,9.45
Cre01.g029650_4532,1.47,1.66,5.18,4.41,2.97,4.17,3.24,6.64,5.42
Cre01.g029700_4532,6.83,4.2,14.29,19.16,9.14,8.13,2.58,4.6,4.92
Cre01.g029750_4532,12.04,10.8,13.75,12.23,11.71,13.74,26.52,10.53,14.33
Cre01.g029800_4532,2.5,2.51,2.56,4.52,6.22,6.16,8.78,5.25,7.08
Cre01.g029850_4532,1.42,2.31,1.3,27.82,31.48,27.28,3.71,2.16,3.98
Cre01.g029900_4532,1.75,2.02,0.83,6.88,8.91,8.07,3.9,1.93,2.78
Cre01.g029950_4532,3.44,3.66,0.97,50.79,93.63,113.41,98.16,10.64,33.46
Cre01.g030000_4532,0.03,0.02,0,0.3,0.08,0.33,1.29,0.06,0.6
Cre01.g030050_4532,216.68,171.43,191.75,271.47,57.47,91.83,427.38,53.92,113.44
Cre01.g030100_4532,0.08,0.11,0.1,0.18,0.04,0.16,0.98,0.49,0.37
Cre01.g030150_4532,0.06,0.11,0.07,3.31,8.88,8.47,3.7,13.97,10.66
Cre01.g030200_4532,25.44,26.74,15.05,40.44,57.73,54.03,64.69,27.25,49.04
Cre01.g030250_4532,4.8,4.64,5.92,8,4.93,5.16,9.18,5.8,6.94
Cre01.g030300_4532,2.9,3.85,1.73,7.48,5.74,5.32,12.28,4.94,10.33
Cre01.g030350_4532,0,0,0.1,0.41,0,0.1,0.1,0.48,0.1
Cre01.g030400_4532,0.05,0,0.02,0.42,0.2,0.22,0.39,0.34,0.58
Cre01.g030450_4532,2.18,3.6,1.65,4.05,6.79,6.5,4.64,4.85,6.81
Cre01.g030500_4532,4.77,6.08,4.73,23.69,29.21,24.21,20.69,10.56,14.79
